"","CCL21","IGFBP6","MMP7","LOC441763","KRT7","TMEM158","PRKCDBP","MYH11","PPP1R14A","ZIC2","GCUD2","UBA6","MYB","FLJ20273","PTMA","PBK","SLC12A2","SMARCAD1","MAD2L1","KLF5"
"GSM2235733",10.626235,9.346033,13.719869,9.165697,10.773741,12.730055,11.387508,11.407905,8.368557,8.496485,7.811607,9.628276,10.641936,10.093398,11.481846,9.834123,10.458372,8.587187,8.600343,9.496563
"GSM2235734",6.446919,9.088444,6.474793,9.637895,8.572457,10.761981,9.764552,9.044516,8.681836,5.957122,9.162807,8.874483,7.902893,9.929473,11.164354,9.389921,9.596754,8.64299,8.877831,9.709612
"GSM2235736",6.305782,8.571655,10.356872,9.500161,9.595702,10.291123,8.065879,7.747828,8.349002,6.093306,8.371977,9.311987,12.049153,8.797702,10.329295,8.77445,9.678487,8.684662,9.859041,8.540543
"GSM2235741",5.781991,9.802051,10.541356,9.066823,6.312653,11.092924,10.949935,11.598389,8.706193,5.882138,7.862422,8.612735,9.795892,9.641707,11.684713,9.103444,8.424022,8.659366,9.197951,8.634981
"GSM2235743",7.959215,9.311483,10.343708,9.914753,6.659578,11.570041,10.600413,10.740227,8.605548,9.54966,7.715347,8.877831,11.122768,10.042791,10.640378,8.814284,11.175146,8.969559,8.974766,8.68791
"GSM2235745",8.389873,9.683344,12.984168,10.122094,6.31555,10.598114,11.161162,13.707373,11.616536,6.093033,7.280924,9.335813,10.764471,8.715908,10.712083,8.412551,9.077147,8.88551,8.655764,8.520382
"GSM2235747",6.015213,8.447742,8.906806,9.357401,8.945273,10.883397,10.293142,12.457136,8.830462,8.298412,8.182869,9.989876,12.582654,10.151902,10.795324,10.462761,11.450937,9.263511,9.770719,9.404696
"GSM2235753",8.03733,8.59079,6.467049,10.137995,6.311536,10.949935,10.143052,12.349909,8.717564,5.871489,7.665853,8.860183,8.434966,10.124021,10.837179,8.399499,10.47955,8.917028,8.611541,8.128453
"GSM2235756",8.944842,11.233236,7.679592,9.964124,8.196004,10.347152,10.248292,10.983316,7.896758,8.766394,7.892794,8.96651,10.517812,9.808907,10.844335,7.590634,11.098019,9.002113,8.540543,9.653317
"GSM2235757",7.890592,10.118962,13.070949,10.013779,9.613334,11.89954,10.047039,10.866269,10.368908,5.675994,8.03733,8.914464,9.314423,9.153499,10.427399,9.457162,8.812218,8.598358,9.747879,8.970433
"GSM2235758",5.932008,7.20553,13.994775,11.011552,10.103459,8.597924,10.178186,13.17046,8.789776,5.994007,7.686223,9.143825,10.176871,10.690943,11.242275,7.974645,10.396592,8.930688,9.626665,9.937687
"GSM2235760",7.41936,9.579971,7.887399,10.557985,8.395686,9.963512,11.048769,13.097726,8.934566,6.485716,7.970618,8.823797,12.036449,9.614427,10.876139,9.180771,9.562249,8.639382,8.750108,9.463703
"GSM2235761",8.876983,9.914753,10.647552,10.530679,6.422749,10.46049,11.226803,14.293276,10.911638,8.832957,7.118193,8.67655,11.602518,9.372234,10.088374,9.042338,11.454749,8.870668,7.738845,8.099577
"GSM2235762",6.56548,9.079871,8.918336,10.435341,7.090598,9.596754,9.147539,11.617935,8.153392,10.682871,7.64268,8.935416,11.297748,10.34163,10.934952,10.010606,11.205379,8.870259,9.871313,8.884234
"GSM2235763",8.764729,8.342932,12.342963,11.391147,6.23883,10.208623,9.457162,12.742068,8.503527,7.22879,6.832099,8.848825,11.477868,10.239263,11.035076,9.663502,10.469299,8.940545,9.142923,8.603537
"GSM2235766",7.084029,8.570037,11.388789,10.536073,6.805187,11.22461,9.380614,9.228255,8.966924,5.780868,7.773499,9.232903,10.3025,9.299068,10.470731,8.2177,9.12476,8.692856,9.833037,9.573705
"GSM2235768",10.03402,8.458603,14.779048,10.993049,6.446919,12.079102,10.23262,11.29449,7.802308,7.409674,7.460377,9.354416,8.618633,9.582551,10.983316,9.138346,8.375048,8.750479,9.172067,7.957439
"GSM2235770",8.449658,8.772302,12.418282,7.993219,11.826894,11.275444,9.462716,12.647081,9.494569,8.310209,8.911891,10.268925,11.500037,10.898003,13.379436,9.037956,11.775256,9.061855,8.083688,11.803504
"GSM2235771",8.240967,9.055601,12.043832,7.563803,10.961302,10.98919,9.775057,13.52533,10.095876,7.109142,9.057817,10.060611,11.285591,10.802954,13.23719,9.185868,11.691858,8.617857,8.859778,11.542125
"GSM2235773",7.595811,9.124311,12.891371,6.87454,9.683344,10.229912,10.241731,13.701654,9.45013,7.258265,9.273798,10.174859,11.00178,10.632461,12.854374,8.811382,10.992088,8.663748,8.848423,10.803817
"GSM2235774",7.22879,9.235276,13.374968,6.70739,9.155358,9.420441,9.69586,13.450942,9.48906,7.122211,8.367807,10.08103,10.189745,10.489275,12.667702,8.304832,10.831073,8.979121,8.302611,10.327911
"GSM2235775",6.728512,9.368274,13.470377,6.78085,9.967091,9.906557,10.210518,13.35602,9.811176,8.019981,8.666119,10.405872,10.46049,10.26028,12.918678,8.251052,11.131051,9.047584,8.280649,11.074726
"GSM2235776",7.290584,9.256462,13.677759,6.146672,9.707961,9.865974,10.130459,13.72609,9.690923,7.817337,8.296885,9.901965,10.161766,10.283608,12.864394,8.03195,11.164354,8.816403,8.195635,10.841634
"GSM2235777",7.627541,8.95389,13.094025,6.994653,9.545028,10.11835,10.025462,13.436658,9.380071,7.958149,8.443849,10.354827,10.164275,10.362511,13.182639,8.314756,10.827548,9.162346,8.61704,10.865353
"GSM2235778",7.530847,9.236182,12.014448,9.567997,11.143345,11.330078,10.481049,11.34381,8.400665,8.809752,8.139964,9.568505,11.718297,10.204747,11.383997,9.163278,10.143052,8.77445,9.42488,9.585662
"GSM2235779",6.966612,8.960375,6.613893,8.784827,6.618287,9.662408,10.570993,10.140467,7.603154,10.854808,7.947928,9.931256,8.559269,10.823983,11.231119,10.860089,9.333322,8.873618,10.336211,8.75904
"GSM2235780",7.477405,9.033568,13.951565,8.837958,7.679592,9.099856,8.775271,9.32937,7.319792,5.768928,7.184337,9.264456,10.299885,9.911802,11.229018,8.390265,11.059677,8.843835,9.197458,8.803027
"GSM2235781",8.228211,10.099064,12.486723,8.86904,6.557778,11.235562,9.314933,9.882202,9.235729,5.805879,7.480074,9.24799,10.864522,8.538954,10.630893,8.809348,10.161766,8.739534,9.811176,8.868165
"GSM2235783",9.965317,10.456911,12.834547,8.805945,10.959418,10.969864,10.672325,12.922126,9.487563,6.695989,6.905485,8.839658,9.792403,10.319613,11.652058,7.697282,9.463703,8.56324,8.195252,8.806375
"GSM2235784",9.335813,8.389123,6.101052,8.979594,7.492427,10.571806,10.226657,7.093276,7.550986,10.325194,8.501541,9.619822,12.030985,10.467066,11.786146,9.559207,10.609761,9.085232,9.508521,8.938877
"GSM2235785",7.018266,8.635795,7.967655,9.367278,5.963672,9.797622,9.222105,10.926469,7.817337,10.902569,7.734881,9.896722,10.749473,10.666652,11.99655,10.320353,10.071752,8.933269,10.235288,8.692467
"GSM2235786",9.701911,10.137352,10.64355,6.214808,7.942793,9.667886,11.222547,14.282018,10.756074,5.937196,7.390568,9.474335,9.401679,9.064154,11.038914,7.727013,10.84523,8.597924,7.228142,8.754148
"GSM2235789",8.246597,7.973191,9.323993,7.344398,10.25826,9.314933,9.745624,12.89472,8.923871,10.05134,8.121369,9.980801,10.601167,10.363868,11.098019,9.909463,10.530679,8.881681,9.297175,10.104661
"GSM2235790",9.69586,7.958149,9.898537,6.349204,7.534612,11.018294,9.1817,11.914801,8.209116,9.052493,8.187417,9.52963,11.00178,10.969864,11.500037,8.182508,10.443196,8.972604,8.593941,10.913462
"GSM2235791",9.161445,9.605305,14.624518,6.642425,9.273798,9.750081,10.309449,13.93754,10.498254,7.886312,7.919294,9.465707,8.896461,10.329295,11.554018,7.831936,12.10559,8.683066,8.973035,9.497083
"GSM2235794",9.203942,9.185868,9.630413,7.096046,6.118127,11.311421,9.875307,10.116441,8.039081,5.838603,9.098945,9.925982,10.219459,10.076657,11.570041,9.425868,11.273127,9.087035,10.440317,9.709063
"GSM2235796",9.469748,9.732504,9.609664,8.187795,8.187417,10.915245,10.554267,14.017934,9.956993,8.96651,7.004659,9.354883,11.643366,10.254251,11.306843,8.242083,11.442255,9.220672,8.865663,9.210412
"GSM2235797",6.459349,7.355266,5.894394,10.298504,6.677108,11.639215,8.564466,9.684413,7.379215,11.825352,7.536053,9.203453,10.605895,10.289077,11.311421,9.287069,9.501695,8.647345,8.778582,9.398675
"GSM2235800",8.27574,10.398006,13.713511,9.09255,10.065496,10.438876,10.64355,13.802279,9.434818,8.105385,7.384571,8.940136,9.530653,9.925394,10.736154,7.856644,10.879777,8.764316,8.10951,7.848238
"GSM2235801",10.081685,9.896722,11.652058,9.252622,10.724497,11.269705,10.336211,12.821781,9.683344,6.877776,7.133909,8.704936,9.738925,10.642762,10.983316,8.257831,11.112537,8.563622,8.141074,8.657376
"GSM2235802",7.790238,7.062381,11.136197,6.155204,7.118827,10.325194,7.613642,7.581533,7.238622,5.761422,9.206765,10.408053,10.757721,10.732795,12.481881,9.937087,11.222547,9.352456,10.284297,9.899125
"GSM2235803",6.688685,8.56164,8.248807,6.271977,6.658941,9.643801,8.87616,11.368384,8.017772,9.24799,8.964776,10.129094,12.107579,11.461315,11.86581,9.765124,12.760747,9.655481,10.071084,10.855634
"GSM2235804",7.617444,9.056007,9.448584,6.284065,9.7907,9.364818,10.168289,14.188783,9.662953,5.656828,7.187539,9.594093,7.757729,9.807194,11.510359,7.065092,10.783166,8.57444,7.117281,8.876582
"GSM2235805",6.924507,9.462716,11.246782,6.071534,10.596602,11.379167,10.816027,14.304574,10.208623,9.545542,7.317141,10.085851,10.547561,9.385603,12.073372,8.376964,11.765847,9.008229,6.995212,11.07965
"GSM2235806",6.01575,7.35992,8.977417,6.08833,10.405149,9.736251,9.668396,8.240612,7.343414,5.858401,8.711855,10.446063,8.965638,10.53837,11.471524,9.246106,11.516869,8.608717,7.97212,11.444713
"GSM2235807",8.387526,8.870668,14.261298,6.459349,11.017322,10.536821,10.026065,12.313366,9.110728,7.055151,9.064154,9.811176,10.011288,10.852199,11.724162,9.905431,10.581081,8.60833,9.705235,10.496704
"GSM2235808",8.250288,8.1474,13.944233,7.769933,5.956117,9.407697,9.607257,12.273726,8.475411,6.590221,8.424022,9.870076,10.443196,10.752782,12.568922,8.488716,11.686223,8.60753,9.124311,10.360396
"GSM2235809",7.951315,8.580802,10.751972,6.518944,6.231976,8.380322,9.180771,13.499655,9.785101,6.489714,7.938813,9.222105,12.155654,10.094049,10.975614,9.116636,10.626995,9.18966,8.816806,10.637944
"GSM2235810",7.940983,7.938438,8.668553,9.765124,10.327254,11.073741,10.716162,8.320075,7.610463,10.047702,8.497652,9.425373,11.432263,10.358215,11.25003,10.821303,10.444634,9.054304,10.777205,9.86135
"GSM2235811",8.537009,9.780633,12.293412,8.530652,6.428888,10.045774,9.846514,13.271162,9.903121,5.732712,8.207958,9.070828,10.843452,10.315521,11.204261,10.598114,8.8068,8.982311,10.885212,9.218795
"GSM2235812",6.353519,9.177603,9.323471,7.825519,9.274761,10.312898,9.425373,12.359099,8.656543,6.355642,8.075599,9.55277,10.377327,9.495079,10.303174,8.94357,11.052733,9.179803,9.042338,8.858066
"GSM2235815",6.719593,8.404092,13.360687,6.042694,8.120996,10.097761,9.651196,10.22603,7.769209,8.198232,8.092547,9.146096,11.270862,8.595142,10.673882,8.956078,10.411564,8.562852,11.090856,8.989822
"GSM2235817",7.25437,8.504735,10.500457,10.237283,7.277681,10.627778,9.705773,9.197458,8.184366,5.811982,8.404466,9.726399,9.196081,10.726946,11.198827,8.824193,11.331179,8.696015,9.925982,8.632613
"GSM2235820",10.253585,9.822152,11.383997,10.444634,10.36603,10.949935,10.591148,13.35602,9.900276,10.629358,7.164427,9.050268,10.281622,9.892659,11.264308,8.04312,11.3057,8.84047,8.825908,9.863625
"GSM2235821",7.843553,8.899489,9.777229,10.707191,7.866031,10.310133,8.759849,12.084711,8.120996,6.870327,7.877196,9.104773,10.720325,9.926533,11.966157,9.79705,10.254251,8.779409,9.576819,10.046413
"GSM2235822",7.707687,8.241713,7.15543,10.210518,8.525504,10.184639,8.906354,7.805155,7.468783,5.860394,9.327418,9.256908,10.201573,8.657778,12.021979,9.225889,10.25826,8.670574,10.011288,7.962561
"GSM2235825",9.991159,10.368908,10.712083,11.331179,9.968246,11.590262,10.773741,13.540472,10.498254,8.952582,8.594333,8.728088,9.857272,10.037757,11.870664,8.540143,11.02815,8.8068,9.129686,8.967787
"GSM2235828",7.047166,9.685545,11.88753,6.290929,5.904743,10.940541,9.885065,7.380224,7.465334,11.170824,8.788528,10.151278,11.058704,10.469299,12.161745,9.941753,12.349909,8.980945,10.378699,11.362386
"GSM2235829",9.97242,8.001274,11.452239,6.089136,10.535291,10.186573,9.069041,9.461681,7.235479,9.852216,9.028274,9.539475,11.171855,10.850415,12.538776,8.860183,12.143329,9.018423,10.546779,11.257639
"GSM2235830",6.518367,7.463353,14.538789,5.875825,9.750656,9.676865,9.456666,10.444634,7.490737,8.467554,8.514249,10.388002,10.029125,11.178352,12.121303,7.792358,10.926469,8.579656,8.675356,11.106322
"GSM2235837",8.17099,9.273798,8.032305,5.862469,7.018266,9.731951,9.693641,8.401417,7.206747,6.579361,9.533249,9.201623,10.523841,10.187193,12.40163,8.928132,10.363868,8.711062,10.59426,10.985255
"GSM2235839",8.926889,7.841746,13.059659,6.162771,10.574937,9.463703,10.536073,13.603817,9.420441,6.015862,8.763543,9.940593,10.291123,10.136694,12.211211,8.888015,10.295201,8.624237,9.113914,9.418483
"GSM2235842",6.741122,8.700128,12.854374,7.189733,12.03463,11.17623,9.963512,12.016323,9.346033,9.16001,9.087966,9.737319,9.927717,8.735845,11.379167,7.954532,11.564762,8.585574,10.257586,10.649899
"GSM2235844",9.914143,7.411322,9.180292,5.996825,6.705256,9.548627,8.581192,10.583402,7.897811,9.732504,8.492184,9.763399,11.532946,10.498254,12.032899,9.609664,11.164354,8.964776,10.707191,10.43092
"GSM2235845",9.186802,8.436126,8.264126,6.002371,6.179591,10.028495,9.083447,12.700309,8.697245,9.892106,9.482513,9.699168,11.641921,10.571806,12.688493,9.890925,12.770196,9.378603,10.491502,11.219208
"GSM2235847",8.335353,9.217404,12.712222,11.498728,6.811637,8.424022,9.108895,12.840946,9.78119,6.666274,8.466425,9.654411,10.461254,10.239851,12.169944,9.060548,9.616052,8.791448,9.703574,8.931546
"GSM2235848",9.240447,10.486984,10.985255,11.040848,8.927287,7.677426,10.712083,14.315948,11.745473,6.230256,6.996724,8.863989,10.296539,9.824434,11.551263,7.458688,11.196594,9.003039,8.303731,8.759849
"GSM2235851",7.459033,8.402172,11.748585,11.376748,8.160942,8.929853,8.357491,7.446238,7.338851,6.502126,8.583588,9.041065,8.539351,10.817804,11.089794,8.542497,10.732001,8.915326,9.555986,9.638448
"GSM2235852",11.42722,9.087499,11.243358,10.204747,8.627059,8.818096,9.896722,12.469462,9.020598,6.963463,7.027436,9.159534,9.233844,9.037054,10.920786,7.11758,9.998966,8.568506,7.735264,7.982662
"GSM2235853",9.087035,8.059943,13.029419,10.823983,6.396941,9.373238,9.255477,10.443903,7.802308,9.699168,8.231163,9.357401,11.742339,10.482481,11.935244,8.968692,10.641936,8.952582,8.979121,9.963512
"GSM2235854",7.851862,8.702966,7.764573,11.036033,10.045774,10.359669,8.904219,11.633469,9.079443,9.113464,9.273798,8.687506,9.466185,10.868055,11.713736,8.301817,10.81868,8.738733,9.515785,8.980069
"GSM2235862",8.882909,9.681673,12.40163,8.977844,6.444563,10.314859,11.275444,7.185627,9.528113,5.846939,7.999815,9.519876,9.575769,9.57735,11.377937,8.213241,10.219459,8.773572,10.50495,8.157568
"GSM2235880",10.223377,9.870712,12.172085,9.753418,10.246962,10.585703,10.344386,11.836485,9.016625,6.668796,7.810217,8.844235,11.393499,10.29247,11.808242,7.55862,11.037966,8.603936,9.401679,9.089791
"GSM2235885",8.755762,9.868957,13.029419,9.548627,10.717798,11.535632,10.750356,8.087746,7.795501,9.773991,7.925818,9.840346,10.306609,9.058736,11.83485,9.263998,9.291429,8.914022,9.094846,9.482513
"GSM2235887",9.303392,10.002601,10.077293,9.546055,8.905526,11.398276,9.957578,9.343599,9.992908,5.938303,8.921288,9.333813,10.988216,8.76312,11.515548,8.642187,10.355504,8.888853,10.312197,9.513652
"GSM2235900",8.359397,10.195668,11.911498,9.333813,10.626235,9.831905,9.870076,8.469537,7.602812,7.156673,7.779603,9.010844,10.124646,10.284297,11.048769,9.312482,10.383773,8.597924,9.075763,9.571103
"GSM2235905",9.967668,9.964717,13.288966,9.886874,6.148251,9.693641,11.051745,13.923372,10.333496,7.554505,7.516725,8.720842,8.838398,10.125271,10.816027,7.85988,9.270087,8.566507,8.221866,8.306343
"GSM2235907",7.426102,9.051161,8.402172,9.542499,11.914801,11.828527,11.587538,9.259227,7.61605,9.878163,8.394913,10.323791,8.581192,9.882202,11.9063,9.709063,8.538954,8.832957,9.751209,9.583095
"GSM2235908",8.362794,10.410149,12.167817,10.090859,9.774515,10.571806,11.296583,12.103699,9.301437,9.380614,7.822995,9.037054,10.536821,9.59199,11.434802,8.512703,10.817804,8.726025,8.229684,10.534516
"GSM2235909",6.974931,8.58638,8.628651,10.189129,6.607876,9.953497,9.838042,12.090462,8.460614,11.703355,7.994681,8.972194,11.363592,10.18333,11.26319,8.629026,8.977417,8.625825,9.26632,8.991591
"GSM2235910",8.667332,9.146568,14.961711,9.465707,6.632581,11.706186,10.660227,11.209525,7.952403,8.861908,8.078841,9.611731,10.094049,9.803798,11.725744,9.121623,9.32499,8.632613,9.315859,8.520789
"GSM2235921",7.514983,8.560877,8.180622,9.839183,6.264374,10.059372,9.100323,10.802083,10.007571,10.296539,8.571655,9.046258,12.165715,9.702472,11.375522,9.296192,10.715332,8.875318,9.244219,9.524595
"GSM2235922",7.409349,8.947443,13.338213,10.34163,7.475322,10.438197,9.094846,9.045391,8.768023,9.334809,8.638981,9.587832,11.145406,8.908929,10.898003,10.066745,9.589365,8.599185,8.966924,9.288033
"GSM2235923",6.937999,9.16842,12.987759,9.574238,10.093398,10.790193,9.844834,11.057738,7.565228,8.26566,8.801348,8.543274,8.327651,10.723632,11.151664,8.292377,10.746022,8.58199,8.043507,9.758421
"GSM2235924",7.848608,8.233821,14.088746,9.850523,11.88753,9.804959,10.165592,13.094025,9.101666,8.748937,7.570849,9.633046,11.901312,10.413008,11.940273,9.081675,11.579294,8.978736,8.593548,10.240463
"GSM2235925",9.9014,8.988938,9.985672,9.060548,10.187859,11.680442,8.985832,10.626995,7.967306,9.380614,7.929459,9.201623,12.607557,10.926469,11.828527,8.400266,12.027425,9.706277,8.671781,9.734681
"GSM2235926",7.009958,9.286602,13.393519,9.055601,6.696719,9.752857,10.198933,12.262601,8.717564,5.593086,7.944292,9.361366,11.065737,10.110276,12.123162,8.968692,10.301891,8.72203,8.939295,8.541332
"GSM2235927",6.442556,8.095859,11.291132,9.466654,11.161162,8.772733,9.853863,11.743938,8.791867,8.015907,8.363178,9.582551,11.410354,10.150024,11.969571,8.765978,9.359338,8.632984,8.85218,10.088374
"GSM2235929",11.08372,9.951153,7.036682,9.04804,7.533884,11.188997,10.868932,14.250451,11.246782,5.871051,7.443248,9.085232,8.365087,8.950422,11.201014,7.821577,9.467678,8.690357,7.06332,7.473325
"GSM2235930",6.670884,8.900732,8.529076,9.629859,6.300686,9.295735,9.919495,13.944233,10.792739,9.978418,7.874721,9.108895,12.427805,10.308752,11.302211,8.559685,12.311167,9.152127,7.773864,10.15584
"GSM2235932",9.130593,7.353949,11.324202,9.937687,12.324697,9.634122,10.222754,8.415648,7.449943,7.789149,9.340673,9.680634,11.235562,10.878887,11.707729,9.84762,9.911212,8.682243,7.445905,10.756074
"GSM2235935",7.239604,9.427311,10.009445,10.436089,9.186802,9.52963,9.903713,13.220349,9.416048,10.687769,7.029203,9.065532,10.872555,9.977829,10.322408,8.679844,11.046779,8.901175,8.340313,9.807194
"GSM2235936",6.398147,8.751272,8.923024,11.014469,9.074433,10.816932,9.405169,11.416243,8.676167,6.816347,7.462374,9.218795,11.333465,9.98806,10.441726,9.819241,9.900829,9.06282,8.915753,9.466185
"GSM2235937",5.96838,8.161692,10.518539,10.743462,9.05967,10.337576,9.037054,8.509494,8.772302,10.933109,7.279968,9.017972,12.408775,9.857272,10.761169,9.163278,11.169806,9.742829,9.265401,9.118415
"GSM2235938",5.736365,7.385917,10.622326,10.685373,6.651511,10.045184,8.454328,7.59651,7.944675,8.163196,7.848608,9.4429,11.376748,10.363182,11.167677,10.540609,8.96207,9.157662,10.306609,9.482513
"GSM2235939",9.290005,9.445979,7.72983,11.34381,7.811247,10.085296,10.605895,12.815485,8.914022,8.160182,6.192355,8.493353,10.161124,10.222096,10.332794,7.024177,11.185675,8.858494,7.177725,8.164663
"GSM2235940",8.350155,9.380071,12.149542,10.578738,9.633601,11.135196,10.877126,11.842999,9.301437,9.077147,7.14639,9.094846,11.734762,10.125271,10.662645,9.033568,11.115606,8.63739,9.059204,9.415578
"GSM2235941",8.585202,8.459008,10.489964,10.720325,10.021726,10.559531,10.473687,8.238337,7.375859,8.067806,7.849684,9.642731,11.775256,9.535819,11.009542,9.611731,10.831073,8.815095,10.002601,8.632613
"GSM2235942",6.009563,8.200848,9.853863,10.927417,10.403782,10.103459,8.825051,9.875307,8.383726,6.926467,7.418316,9.116183,11.356588,10.388002,10.815224,9.627184,10.334843,8.949598,9.212236,9.170636
"GSM2235943",7.229097,9.682779,7.470536,9.369271,6.83022,10.452526,9.606385,11.275444,8.097726,5.885918,8.139224,9.293826,10.775471,9.112122,11.973182,9.410624,8.941845,8.795596,9.913539,10.190419
"GSM2235946",6.043397,9.060548,7.357593,9.64433,9.389921,10.290437,9.106581,8.282155,7.425417,7.270538,8.89822,8.913163,9.103905,10.045774,10.651448,9.251223,8.533848,8.587187,8.591922,8.387133
"GSM2235949",8.746089,9.026451,13.555736,10.456196,8.116227,10.636386,9.389921,10.390888,8.479721,6.627448,7.292571,9.260677,9.322053,10.237283,10.706393,8.650175,9.611731,8.684662,8.761439,8.876582
"GSM2235953",7.458688,8.915326,14.105021,9.799294,12.324697,9.259227,10.461254,13.333666,9.587832,7.477079,7.679233,9.411123,9.341626,9.19935,10.531423,7.708027,10.802083,8.602734,8.616267,9.541479
"GSM2235954",7.275793,8.603537,10.61843,9.305271,6.915551,10.815224,8.745669,10.908013,7.774587,5.86329,7.814496,9.322997,10.390157,10.066136,11.381588,9.444948,11.26319,9.110728,9.349994,9.134296
"GSM2235956",7.184337,8.092204,7.950521,9.856137,10.811719,10.34919,10.153206,9.73083,7.646524,10.645977,7.71856,9.138773,8.716299,10.352021,10.712083,10.030963,8.301439,8.90162,9.228702,9.541982
"GSM2235959",6.855561,10.497509,12.347658,9.846514,10.858267,10.829319,9.995343,6.781582,9.807194,10.66827,9.386078,9.59888,10.021726,8.781085,10.750356,9.336316,8.926889,8.603537,10.144304,7.788435
"GSM2235960",8.060674,7.795895,9.271451,9.917153,12.069553,10.330008,9.788467,8.381463,7.443248,10.19957,8.264126,10.016239,11.168744,10.447548,11.177294,10.054445,10.901643,8.980069,10.283608,9.412123
"GSM2235961",7.113028,10.952852,7.414346,10.492297,7.032187,12.406402,11.398276,13.52533,9.505408,7.186898,7.540787,8.822993,11.276553,9.436319,10.846091,7.706259,11.257639,8.900317,7.800492,9.537385
"GSM2235963",6.432314,7.327052,10.327254,9.455135,10.755244,10.402295,8.98411,8.527888,7.682713,7.922167,8.271228,9.379587,10.000771,10.018723,11.54604,9.653862,8.414908,8.665313,10.61763,9.346528
"GSM2235964",8.252935,8.772302,12.77964,9.561767,6.593157,9.888588,9.587277,11.338135,8.724817,6.134406,7.717111,9.051161,10.656226,10.080411,11.686223,9.860179,11.02328,8.834246,8.909368,9.606385
"GSM2235968",7.162564,8.298412,5.756518,10.657062,5.919832,6.113623,11.510359,6.376616,7.22879,5.908383,6.276434,8.732217,6.180653,7.114853,10.220101,6.184141,11.074726,8.903327,6.91696,6.335961
"GSM2235969",8.148556,9.180771,6.173856,11.060696,8.325269,10.214337,9.843094,7.551674,8.133651,8.975208,8.165051,9.512656,12.439968,10.573427,10.281622,10.34163,10.500457,8.673752,7.007332,9.302403
"GSM2235972",6.066719,7.44088,8.01195,10.456911,6.501555,8.455881,8.855916,8.505519,8.363178,5.739891,7.737067,8.995989,12.420722,10.129094,10.646756,10.531423,10.596602,9.27524,7.558289,9.845383
"GSM2235973",5.883246,8.392566,8.16729,10.981457,9.844834,9.593593,11.006613,9.295264,9.532208,9.592504,8.173169,9.707961,11.389951,9.428805,9.522494,7.344398,9.754564,8.969988,7.128937,8.735845
"GSM2235977",6.461782,8.681836,10.661841,9.604253,12.723909,9.741121,10.93019,14.160072,11.074726,6.670176,7.525004,9.120219,8.752934,9.272433,9.431788,8.691636,9.666286,8.684662,7.619223,8.543664
"GSM2235980",7.795895,8.556102,7.829086,10.380854,11.548665,10.192992,11.75648,11.159013,8.648586,8.263739,7.479089,9.524084,7.759898,9.677944,9.762847,8.454328,9.369271,8.731409,8.203038,7.477405
"GSM2235988",8.92171,9.562249,10.268925,10.735326,8.360527,9.857272,10.462761,11.870664,9.110728,5.988048,7.389224,8.839658,10.144956,10.357557,10.140467,9.305756,10.599593,8.632228,8.380694,8.350155
"GSM2235995",7.057286,8.201574,10.401579,10.454718,10.681241,9.355903,10.044592,10.766166,7.774932,11.02229,8.526673,9.617614,10.481049,10.25093,11.659112,10.929294,9.928298,8.775689,9.935958,9.30481
"GSM2235998",7.916036,7.764919,9.786228,9.209948,12.300029,10.79701,10.589594,9.662408,7.58605,10.111528,7.746761,9.333322,11.237783,9.789567,11.528987,9.661335,9.237128,9.125197,8.183988,10.862779
"GSM2236001",8.693654,9.735217,12.726965,8.550459,9.971854,10.966037,10.703146,8.018862,7.633589,5.771168,7.747109,8.868586,10.46492,9.609664,11.42722,9.559207,11.543472,8.665313,8.549641,9.369271
"GSM2236002",6.123048,8.311331,8.252577,10.178186,6.590642,9.448584,8.924724,10.653768,8.22002,11.304565,8.400665,8.941845,11.719057,8.915326,11.555416,10.014396,10.971736,8.725206,9.184014,9.512656
"GSM2236009",7.224608,9.100323,7.077942,9.970599,8.455087,9.19935,9.821583,13.875654,9.659188,9.110258,8.507122,9.042338,11.074726,9.980223,11.196594,9.152582,10.504177,8.746499,8.308692,9.665164
"GSM2236010",8.731807,8.200086,9.294268,9.657147,10.283608,8.732217,8.594733,11.982022,7.711816,9.195146,8.168069,8.699284,11.415105,10.408733,10.993049,9.696962,10.063683,9.45013,9.194252,9.169348
"GSM2236011",7.06363,8.959961,6.687306,9.289512,6.674343,10.953778,10.272825,13.869038,10.319613,7.892394,8.612735,9.519876,11.429771,9.481996,11.790886,9.438332,11.342674,9.152582,9.488017,9.510548
"GSM2236014",6.371807,7.118193,8.683066,5.992664,5.705148,8.783624,7.630388,7.426791,6.83658,9.412123,9.221124,10.726946,12.295673,11.20207,12.574325,10.083511,11.700447,9.019268,9.827893,10.779732
"GSM2236016",6.8456,8.597115,14.475015,9.662408,11.45347,10.698195,10.335529,8.088477,8.878269,7.605598,8.416797,10.109623,10.379401,10.428799,11.684713,10.405872,10.792739,8.877423,10.140467,10.242386
"GSM2236017",8.489096,8.141431,10.838056,6.248323,10.013779,9.138346,11.018294,14.178852,10.423756,6.487718,7.522569,9.903713,9.062316,10.791909,10.961302,8.515441,10.881574,8.651415,7.479089,9.429824
"GSM2236018",7.193863,7.890592,10.645977,7.343092,7.021506,10.738576,9.855606,10.655385,8.593548,5.997748,7.861705,10.109,9.029135,11.584804,12.081141,7.757377,11.328869,8.738733,7.737769,11.071698
